Region,SOC,Occupation Title,Typical Entry Level Education,2025 Jobs,2025 - 2030 % Change,Average Annual Job Openings,Median Hourly Earnings,Median Annual Earnings
Bay,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,1200,-0.000342091,130,25.90631085,53890
IE/D,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,1080,-0.037161094,110,22.57705353,46960
GS,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,260,0.024305669,30,24.5103817,50980
FN,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,0,0,0,0,0
CVML,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,0,-0.030477546,0,22.7797174,47380
SCC,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,20,-0.151450358,0,21.24,44180
Bay,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,130,-0.141434858,10,24.66997958,51310
OC,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,140,-0.098400659,10,24.48748547,50930
GS,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,40,-0.055787306,0,22.31467438,46410
IE/D,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,30,-0.20182207,0,22.73773246,47290
LA,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,220,-0.130984058,20,23.0836823,48010
SD/I,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,20,-0.02282688,0,22.1,45970
CA,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,610,-0.120811976,60,23.6,49090
OC,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,1280,-0.068500364,120,22.08353162,45930
Bay,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,1640,-0.067315638,150,23.50201956,48880
FN,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,40,0.057282947,0,21.66970652,45070
SCC,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,510,-0.052585022,50,22.26220178,46310
GS,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,160,0.033475373,20,21.50422547,44730
IE/D,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,820,-0.078168505,80,20.702014,43060
SD/I,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,490,-0.054970215,50,22.17370193,46120
LA,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,2340,-0.102672946,210,21.71770608,45170
CA,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,7700,-0.070932322,720,22.04803849,45860
CVML,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,330,-0.004158762,30,20.75306152,43170
FN,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,0,-0.013217194,0,27.0730507,56310
Bay,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,620,-0.07435486,60,31.58669128,65700
CVML,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,30,0.004083718,0,26.2810903,54660
OC,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,470,-0.050429338,50,28.94837855,60210
CA,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,2540,-0.070289962,250,28.93,60170
SCC,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,160,-0.093344676,20,24.34844152,50640
LA,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,750,-0.092057257,70,28.87132131,60050
GS,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,30,0.043477243,0,28.93501318,60180
SD/I,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,230,-0.064999805,20,29.35,61050
IE/D,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,220,-0.052576898,20,27.78923676,57800
LA,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,420,-0.071393662,40,25.98739379,54050
Bay,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,400,-0.069396108,40,33.88135139,70470
CVML,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,90,-0.093055314,10,22.48811774,46780
FN,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,20,0.024466526,0,30.43772473,63310
OC,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,210,-0.065200582,20,26.05902359,54200
CA,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,1870,-0.067255623,180,28.39,59050
IE/D,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,140,-0.090654902,10,22.95005928,47740
SCC,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,270,-0.06755262,30,28.75066912,59800
GS,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,50,-0.039337797,10,25.99942673,54080
SD/I,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,230,-0.049090817,20,28.39,59050
Bay,51-4041,Machinists,High school diploma or equivalent,3910,0.024211955,410,30.69140977,63840
FN,51-4041,Machinists,High school diploma or equivalent,190,0.014144929,20,24.90976203,51810
CVML,51-4041,Machinists,High school diploma or equivalent,1300,0.055871045,150,24.78728065,51560
SD/I,51-4041,Machinists,High school diploma or equivalent,2470,0.021306565,260,29.16564659,60660
LA,51-4041,Machinists,High school diploma or equivalent,5040,-0.001369718,500,26.54821138,55220
OC,51-4041,Machinists,High school diploma or equivalent,2990,0.0175139,310,26.35315994,54810
GS,51-4041,Machinists,High school diploma or equivalent,780,0.064938638,90,27.318864,56820
SCC,51-4041,Machinists,High school diploma or equivalent,1300,0.009123675,130,26.79846229,55740
CA,51-4041,Machinists,High school diploma or equivalent,20420,0.019570018,2120,27.11008028,56390
IE/D,51-4041,Machinists,High school diploma or equivalent,2040,0.009761891,210,23.46058037,48800
OC,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,540,0.058743729,60,22.69020868,47200
SCC,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,240,0.008136808,30,21.81038824,45370
SD/I,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,240,0.092197634,30,22.60899786,47030
GS,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,130,0.161510915,20,21.99553349,45750
CVML,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,340,0.105881925,40,20.50361094,42650
CA,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,3970,0.067783141,460,22.2048989,46190
FN,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,30,0.053019831,0,20.42592373,42490
IE/D,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,440,0.036491922,50,20.74954006,43160
LA,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,830,0.00978735,80,21.86097044,45470
Bay,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,1040,0.092335499,130,23.56509556,49020
Bay,51-4111,Tool and Die Makers,Postsecondary nondegree award,380,0.052438112,40,45.48979374,94620
IE/D,51-4111,Tool and Die Makers,Postsecondary nondegree award,280,-0.039977912,30,29.47675289,61310
LA,51-4111,Tool and Die Makers,Postsecondary nondegree award,600,-0.03297882,60,36.40841671,75730
CVML,51-4111,Tool and Die Makers,Postsecondary nondegree award,170,0.046155952,20,31.59749955,65720
CA,51-4111,Tool and Die Makers,Postsecondary nondegree award,2130,0.007139814,230,36.0048263,74890
GS,51-4111,Tool and Die Makers,Postsecondary nondegree award,60,0.08168936,10,30.84319617,64150
OC,51-4111,Tool and Die Makers,Postsecondary nondegree award,320,-0.015744604,30,37.32929278,77640
FN,51-4111,Tool and Die Makers,Postsecondary nondegree award,20,0.005473512,0,31.37696165,65260
SCC,51-4111,Tool and Die Makers,Postsecondary nondegree award,150,0.029514847,20,34.38397451,71520
SD/I,51-4111,Tool and Die Makers,Postsecondary nondegree award,120,0.026529305,10,39.14496647,81420
FN,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,600,0.024500859,60,23.88704087,49690
SCC,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,1550,-0.005158919,150,25.70988972,53480
OC,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,2910,-0.005452563,280,27.10725906,56380
CA,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,29910,0.0100607,3020,27.54785373,57300
CVML,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,4180,0.032192689,440,24.69053698,51360
Bay,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,4580,0.018077893,470,30.12192433,62650
SD/I,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,3430,0.002631446,340,29.62985043,61630
IE/D,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,4360,0.013112439,440,24.91848859,51830
LA,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,5700,-0.021423923,540,26.50344724,55130
GS,51-4121,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,1960,0.047067148,220,26.90628184,55970
IE/D,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,170,-0.030792153,20,22.73399767,47290
FN,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,10,-0.177473381,0,21.22831883,44150
SCC,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,230,-0.082389133,20,24.71169567,51400
CA,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,2390,-0.045141134,230,23.46218673,48800
OC,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,310,-0.036646911,30,22.68382066,47180
Bay,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,770,-0.037857185,70,25.39889571,52830
SD/I,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,190,-0.024377633,20,23.65504576,49200
LA,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,470,-0.087578889,40,21.6865167,45110
CVML,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,110,0.01045331,10,22.54257732,46890
GS,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,80,-0.012957375,10,24.42208021,50800
SCC,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,90,-0.120443332,10,23.79713662,49500
LA,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,520,-0.075753146,50,22.59480461,47000
FN,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,0,0.014253827,0,14.06070215,29250
GS,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,90,-0.041630953,10,23.92044752,49750
IE/D,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,350,-0.049627779,30,21.79298682,45330
CVML,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,60,0.038378614,10,20.75866946,43180
Bay,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,250,-0.052705456,20,26.02874401,54140
SD/I,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,140,-0.076328903,10,24.27520747,50490
CA,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,1880,-0.061286313,180,22.71781852,47250
OC,51-4199,"Metal Workers and Plastic Workers, All Other",High school diploma or equivalent,290,-0.078902371,30,23.6366945,49160
CVML,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,100,-0.077052606,10,24.65232935,51280
SD/I,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,160,-0.127719175,20,25.66388586,53380
FN,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,10,0.02006567,0,24.52908675,51020
SCC,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,120,-0.158456751,10,24.85308613,51690
CA,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,2000,-0.111652351,250,25.89,53850
IE/D,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,100,-0.06329695,10,24.72102491,51420
Bay,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,290,-0.082568516,40,29.72837461,61840
GS,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,130,-0.139007617,20,26.05370935,54190
OC,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,380,-0.109844245,50,24.75970926,51500
LA,51-5111,Prepress Technicians and Workers,Postsecondary nondegree award,640,-0.164792217,80,24.66733133,51310
Bay,51-5112,Printing Press Operators,High school diploma or equivalent,2180,-0.081955797,220,23.11341436,48080
FN,51-5112,Printing Press Operators,High school diploma or equivalent,150,0.074495115,20,22.89618007,47620
OC,51-5112,Printing Press Operators,High school diploma or equivalent,2090,-0.079012,210,21.91226429,45580
SCC,51-5112,Printing Press Operators,High school diploma or equivalent,750,-0.117185283,70,21.61379473,44960
CA,51-5112,Printing Press Operators,High school diploma or equivalent,13000,-0.085218378,1320,21.94616576,45650
CVML,51-5112,Printing Press Operators,High school diploma or equivalent,800,-0.021179297,90,21.14746708,43990
LA,51-5112,Printing Press Operators,High school diploma or equivalent,3970,-0.133748042,390,22.21440091,46210
SD/I,51-5112,Printing Press Operators,High school diploma or equivalent,990,-0.067200786,100,21.89754205,45550
GS,51-5112,Printing Press Operators,High school diploma or equivalent,660,-0.078328768,70,21.75703898,45250
IE/D,51-5112,Printing Press Operators,High school diploma or equivalent,1100,-0.040819826,110,21.39037441,44490
OC,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,950,-0.048093772,90,24.44930647,50850
IE/D,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,920,-0.108286023,90,22.93143264,47700
CA,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,8220,-0.085031843,780,23.40747962,48690
LA,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,1910,-0.19707852,170,22.22199262,46220
GS,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,770,-0.066015257,70,24.56461464,51090
CVML,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,650,-0.022211461,60,22.35120033,46490
SCC,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,440,-0.063405439,40,23.25490894,48370
FN,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,250,-0.030084038,30,23.94282816,49800
SD/I,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,750,-0.04326671,70,22.94825103,47730
Bay,51-7011,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,1500,-0.030405635,150,26.84589166,55840
IE/D,51-7031,"Model Makers, Wood",High school diploma or equivalent,10,-0.114074498,0,21.70763656,45150
CA,51-7031,"Model Makers, Wood",High school diploma or equivalent,100,-0.152592088,10,29.1225864,60570
LA,51-7031,"Model Makers, Wood",High school diploma or equivalent,50,-0.165984905,0,29.81033341,62010
OC,51-7031,"Model Makers, Wood",High school diploma or equivalent,20,-0.103980564,0,31.07594181,64640
GS,51-7031,"Model Makers, Wood",High school diploma or equivalent,0,-0.147644059,0,21.6703354,45070
CVML,51-7031,"Model Makers, Wood",High school diploma or equivalent,0,-0.105660262,0,21.77413088,45290
FN,51-7031,"Model Makers, Wood",High school diploma or equivalent,0,-0.141165843,0,21.43394598,44580
SCC,51-7031,"Model Makers, Wood",High school diploma or equivalent,10,-0.128872617,0,21.74261083,45220
Bay,51-7031,"Model Makers, Wood",High school diploma or equivalent,10,-0.213224948,0,21.88773193,45530
SD/I,51-7031,"Model Makers, Wood",High school diploma or equivalent,0,-0.212994255,0,21.91870491,45590
CVML,51-7032,"Patternmakers, Wood",High school diploma or equivalent,0,-0.229224388,0,21.52183764,44770
LA,51-7032,"Patternmakers, Wood",High school diploma or equivalent,20,-0.204487413,0,19.6557473,40880
Bay,51-7032,"Patternmakers, Wood",High school diploma or equivalent,0,-0.326928493,0,21.66564058,45060
SD/I,51-7032,"Patternmakers, Wood",High school diploma or equivalent,0,-0.308937529,0,21.5677982,44860
SCC,51-7032,"Patternmakers, Wood",High school diploma or equivalent,0,-0.290341798,0,21.50195474,44720
OC,51-7032,"Patternmakers, Wood",High school diploma or equivalent,10,-0.236937542,0,21.8513723,45450
FN,51-7032,"Patternmakers, Wood",High school diploma or equivalent,0,-0.359412523,0,20.98669764,43650
CA,51-7032,"Patternmakers, Wood",High school diploma or equivalent,40,-0.236230644,0,18.90722723,39330
IE/D,51-7032,"Patternmakers, Wood",High school diploma or equivalent,0,-0.28564765,0,21.51435731,44750
GS,51-7032,"Patternmakers, Wood",High school diploma or equivalent,0,-0.270484148,0,21.64870091,45030
OC,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,170,-0.050715061,20,23.52579407,48930
GS,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,470,-0.001525311,50,22.24050088,46260
SD/I,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,40,0.026077697,0,20.52585676,42690
Bay,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,450,0.016595435,50,22.81440259,47450
CA,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,3210,0.006321869,370,22.66721468,47150
CVML,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,480,0.058745223,60,19.01456828,39550
IE/D,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,420,-0.023481463,50,20.97976884,43640
SCC,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,60,0.029628119,10,22.01358393,45790
LA,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,390,-0.03141073,40,21.60160006,44930
FN,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,630,0.001243498,70,25.38787215,52810
SCC,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,120,-0.007822712,10,19.7644002,41110
LA,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,530,-0.114056671,50,21.35962467,44430
OC,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,260,-0.048635923,30,23.18652447,48230
GS,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,390,-0.004440118,40,21.67519004,45080
IE/D,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,560,-0.051685349,60,22.2010734,46180
CVML,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,480,0.018991796,60,19.21495941,39970
FN,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,420,0.010787587,50,23.75513907,49410
CA,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,3640,-0.014358707,400,22.28538655,46350
SD/I,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,170,-0.041707026,20,22.41819571,46630
Bay,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,570,0.027183343,60,23.4556195,48790
OC,51-7099,"Woodworkers, All Other",High school diploma or equivalent,110,-0.121350473,10,20.419626,42470
SCC,51-7099,"Woodworkers, All Other",High school diploma or equivalent,70,-0.016197463,10,16.47020564,34260
IE/D,51-7099,"Woodworkers, All Other",High school diploma or equivalent,250,-0.043842963,30,21.79333011,45330
GS,51-7099,"Woodworkers, All Other",High school diploma or equivalent,160,-0.029108842,20,22.01949543,45800
LA,51-7099,"Woodworkers, All Other",High school diploma or equivalent,300,-0.08484125,30,19.26092887,40060
CVML,51-7099,"Woodworkers, All Other",High school diploma or equivalent,160,-0.003291289,20,19.31625113,40180
CA,51-7099,"Woodworkers, All Other",High school diploma or equivalent,1460,-0.0545441,160,21.71505538,45170
SD/I,51-7099,"Woodworkers, All Other",High school diploma or equivalent,90,-0.111847605,10,17.65036191,36710
FN,51-7099,"Woodworkers, All Other",High school diploma or equivalent,90,-0.032701861,10,24.21907231,50380
Bay,51-7099,"Woodworkers, All Other",High school diploma or equivalent,190,-0.07616118,20,20.44992483,42540
CVML,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,10,-0.038192304,0,54.15806227,112650
FN,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,0,0.00151386,0,51.81085674,107770
OC,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,870,0.143644334,120,57.50615778,119610
IE/D,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,0,0.160716226,0,54.13430508,112600
Bay,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,20,0.026808912,0,62.33973473,129670
CA,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,1070,0.130980988,140,57.5676186,119740
LA,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,120,0.022760998,10,57.97547172,120590
SD/I,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,10,0.032973529,0,59.26765964,123280
GS,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,0,0.10891649,0,54.28988588,112920
SCC,51-8011,Nuclear Power Reactor Operators,High school diploma or equivalent,30,0.294679865,10,63.28345543,131630
SCC,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,30,0.103294166,0,63.57862966,132240
CA,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,890,0.042935564,100,66.14,137570
FN,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,10,0.131829205,0,64.05650991,133240
IE/D,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,70,0.047510091,10,67.75774299,140940
OC,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,70,0.011934411,10,49.04089546,102010
LA,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,250,-0.04031636,20,52.00774705,108180
Bay,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,160,0.099486378,20,70.92805091,147530
SD/I,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,110,0.044181165,10,83.2109787,173080
CVML,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,100,0.052864138,10,51.91712771,107990
GS,51-8012,Power Distributors and Dispatchers,High school diploma or equivalent,80,0.111948465,10,81.95792861,170470
CVML,51-8013,Power Plant Operators,High school diploma or equivalent,580,0.013908975,60,50.05243197,104110
SCC,51-8013,Power Plant Operators,High school diploma or equivalent,160,-0.015608654,20,48.29922149,100460
Bay,51-8013,Power Plant Operators,High school diploma or equivalent,430,0.044927864,50,60.37118708,125570
OC,51-8013,Power Plant Operators,High school diploma or equivalent,70,-0.259695455,10,49.91493165,103820
LA,51-8013,Power Plant Operators,High school diploma or equivalent,500,-0.01880158,50,51.03024065,106140
SD/I,51-8013,Power Plant Operators,High school diploma or equivalent,190,0.015448036,20,47.10692699,97980
CA,51-8013,Power Plant Operators,High school diploma or equivalent,2870,0.008384455,310,50.58,105210
FN,51-8013,Power Plant Operators,High school diploma or equivalent,360,0.121971329,50,51.01752364,106120
IE/D,51-8013,Power Plant Operators,High school diploma or equivalent,310,-0.120635477,30,46.88288763,97520
GS,51-8013,Power Plant Operators,High school diploma or equivalent,230,0.039045671,30,63.09197699,131230
IE/D,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,380,0.047338342,50,41.49646596,86310
SCC,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,300,0.024901593,40,40.58038203,84410
GS,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,540,0.041252489,60,47.67767798,99170
FN,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,130,0.026351478,20,32.09365445,66750
LA,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,1430,0.021148504,160,35.7207214,74300
SD/I,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,550,0.033227481,60,37.36533663,77720
CA,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,6000,0.027296593,700,43.21248942,89880
CVML,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,470,0.033640659,60,42.75387849,88930
Bay,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,1640,0.018802342,190,57.60348558,119820
OC,51-8021,Stationary Engineers and Boiler Operators,High school diploma or equivalent,480,0.0195155,60,34.80077764,72390
IE/D,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,1600,0.053021524,170,39.84727751,82880
OC,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,430,0.033815329,40,36.94163551,76840
Bay,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,2300,0.008380895,220,51.74496555,107630
SCC,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,950,-0.007764825,90,39.60288982,82370
CVML,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,1970,0.043412103,200,33.66124931,70020
