Region,SOC,Description,Typical Entry Level Education,2024 Jobs,2024 - 2029 % Change,Average Annual Job Openings,Median Hourly Earnings,Median Annual Earnings
OC,11-9121,Natural Sciences Managers,Bachelor's degree,720,0.016036532,60,81,167600
SCC,11-9121,Natural Sciences Managers,Bachelor's degree,330,0.050602002,30,88,182480
LA,11-9121,Natural Sciences Managers,Bachelor's degree,1830,0.030137043,150,83,173120
SD/I,11-9121,Natural Sciences Managers,Bachelor's degree,2630,0.036789552,220,96,199600
CVML,11-9121,Natural Sciences Managers,Bachelor's degree,360,0.052206864,30,75,155660
FN,11-9121,Natural Sciences Managers,Bachelor's degree,130,0.020595421,10,54,111440
Bay,11-9121,Natural Sciences Managers,Bachelor's degree,6490,0.089009124,610,105,218750
GS,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,80,0.029199266,10,46,94850
FN,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,70,0.007629106,10,42,86930
OC,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,30,0.039528359,0,49,102720
SCC,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,70,-0.105731329,0,56,117110
IE/D,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,80,0.014549901,10,47,98200
LA,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,90,0.027119649,10,52,108810
Bay,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,200,-0.086775712,20,51,105600
CA,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,750,-0.004483161,60,47,96760
CVML,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,70,0.02593331,10,46,96070
SD/I,11-9131,Postmasters and Mail Superintendents,High school diploma or equivalent,40,0.002446962,0,49,101070
CVML,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,3680,0.002639292,300,31,64200
SCC,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,1460,0.001146051,120,30,62970
SD/I,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,7800,-0.004765334,620,36,74610
OC,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,8470,0.002711457,690,37,76360
IE/D,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,4260,0.018850161,380,32,67100
LA,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,17410,0.003123861,1410,34,70200
CA,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,65270,0.005567158,5400,35,72870
Bay,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,14550,-0.007759531,1170,37,77300
GS,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,3930,0.013927616,330,30,61470
FN,11-9141,"Property, Real Estate, and Community Association Managers",High school diploma or equivalent,870,-0.010140011,70,28,57880
SCC,11-9151,Social and Community Service Managers,Bachelor's degree,630,0.110249213,70,37,77010
SD/I,11-9151,Social and Community Service Managers,Bachelor's degree,3060,0.105724869,320,38,78670
IE/D,11-9151,Social and Community Service Managers,Bachelor's degree,2590,0.136100732,290,38,78240
LA,11-9151,Social and Community Service Managers,Bachelor's degree,11670,0.095106612,1170,38,78090
OC,11-9151,Social and Community Service Managers,Bachelor's degree,3040,0.097563507,310,35,73410
CA,11-9151,Social and Community Service Managers,Bachelor's degree,37770,0.105183684,3890,38,79760
Bay,11-9151,Social and Community Service Managers,Bachelor's degree,8450,0.096406479,850,43,90280
FN,11-9151,Social and Community Service Managers,Bachelor's degree,1020,0.113581792,110,36,75320
GS,11-9151,Social and Community Service Managers,Bachelor's degree,2440,0.12357487,260,37,78000
CVML,11-9151,Social and Community Service Managers,Bachelor's degree,2780,0.126570681,300,37,77350
FN,11-9161,Emergency Management Directors,Bachelor's degree,10,-0.053412973,0,55,113630
Bay,11-9161,Emergency Management Directors,Bachelor's degree,290,0.063901156,30,64,133210
CVML,11-9161,Emergency Management Directors,Bachelor's degree,60,0.097903738,10,57,118260
GS,11-9161,Emergency Management Directors,Bachelor's degree,260,0.058497903,20,49,101740
CA,11-9161,Emergency Management Directors,Bachelor's degree,1220,0.061305105,110,61,126210
OC,11-9161,Emergency Management Directors,Bachelor's degree,60,0.057821215,10,58,120090
LA,11-9161,Emergency Management Directors,Bachelor's degree,220,0.045901686,20,63,131090
IE/D,11-9161,Emergency Management Directors,Bachelor's degree,90,0.111472784,10,62,127970
SD/I,11-9161,Emergency Management Directors,Bachelor's degree,130,0.029655983,10,67,138780
SCC,11-9161,Emergency Management Directors,Bachelor's degree,60,0.057355154,10,55,115180
CVML,11-9171,Funeral Home Managers,Associate's degree,20,0.176890175,0,26,54210
Bay,11-9171,Funeral Home Managers,Associate's degree,90,0.143658122,10,42,87920
FN,11-9171,Funeral Home Managers,Associate's degree,0,0.987768835,0,31,65340
OC,11-9171,Funeral Home Managers,Associate's degree,60,0.141371091,10,32,67000
LA,11-9171,Funeral Home Managers,Associate's degree,240,0.035976487,20,37,77740
CA,11-9171,Funeral Home Managers,Associate's degree,840,0.094166428,80,37,77170
IE/D,11-9171,Funeral Home Managers,Associate's degree,70,0.115529151,10,37,77030
SD/I,11-9171,Funeral Home Managers,Associate's degree,60,0.209526537,10,36,75470
GS,11-9171,Funeral Home Managers,Associate's degree,270,0.060209397,20,40,82970
SCC,11-9171,Funeral Home Managers,Associate's degree,-10,-0.287485527,0,25,51780
GS,11-9179,"Personal Service Managers, All Other",Bachelor's degree,360,0.104781228,40,20,40680
SD/I,11-9179,"Personal Service Managers, All Other",Bachelor's degree,640,0.082469845,60,23,47400
Bay,11-9179,"Personal Service Managers, All Other",Bachelor's degree,1280,0.082499587,120,24,50480
SCC,11-9179,"Personal Service Managers, All Other",Bachelor's degree,270,0.055822325,20,25,52090
CVML,11-9179,"Personal Service Managers, All Other",Bachelor's degree,450,0.150726355,50,15,31510
FN,11-9179,"Personal Service Managers, All Other",Bachelor's degree,80,0.111394848,10,11,22800
OC,11-9179,"Personal Service Managers, All Other",Bachelor's degree,540,0.089821078,50,17,35500
LA,11-9179,"Personal Service Managers, All Other",Bachelor's degree,1540,0.110492267,160,16,33830
IE/D,11-9179,"Personal Service Managers, All Other",Bachelor's degree,650,0.145154374,70,16,34210
CA,11-9179,"Personal Service Managers, All Other",Bachelor's degree,6040,0.10427547,600,20,41540
LA,11-9199,"Managers, All Other",Bachelor's degree,43050,0.009900389,3330,60,124060
CA,11-9199,"Managers, All Other",Bachelor's degree,175450,0.025386698,14310,67,138350
SCC,11-9199,"Managers, All Other",Bachelor's degree,3500,0.009886989,280,57,118270
Bay,11-9199,"Managers, All Other",Bachelor's degree,53360,0.013651677,4250,87,181970
FN,11-9199,"Managers, All Other",Bachelor's degree,2500,0.006297047,200,40,83430
OC,11-9199,"Managers, All Other",Bachelor's degree,14650,0.005764673,1120,62,128070
GS,11-9199,"Managers, All Other",Bachelor's degree,8770,0.04593385,760,55,113850
CVML,11-9199,"Managers, All Other",Bachelor's degree,9690,0.056215973,860,46,95680
SD/I,11-9199,"Managers, All Other",Bachelor's degree,17540,0.017136604,1390,68,142330
IE/D,11-9199,"Managers, All Other",Bachelor's degree,11740,0.058334735,1040,40,84120
Bay,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,750,-0.060511304,80,42,88350
GS,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,90,-0.049373109,10,28,57330
SD/I,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,310,-0.027578006,30,37,77690
LA,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,5730,0.017117111,630,56,116210
CA,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,7860,0.006599988,860,49,102120
IE/D,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,190,0.002464532,20,31,65470
SCC,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,90,-0.004558842,10,43,89170
CVML,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,100,-0.009749152,10,28,57650
FN,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,20,-0.0689431,0,27,55290
OC,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Bachelor's degree,250,-0.046302251,30,34,71620
Bay,13-1028,Buyers and Purchasing Agents,Bachelor's degree,11800,0.053491228,1270,45,92690
GS,13-1028,Buyers and Purchasing Agents,Bachelor's degree,2560,0.072393551,290,37,77360
SD/I,13-1028,Buyers and Purchasing Agents,Bachelor's degree,5110,0.035901648,530,39,80900
OC,13-1028,Buyers and Purchasing Agents,Bachelor's degree,5490,0.028225091,560,37,77640
CVML,13-1028,Buyers and Purchasing Agents,Bachelor's degree,3360,0.071586675,380,34,70740
SCC,13-1028,Buyers and Purchasing Agents,Bachelor's degree,1080,0.065976557,120,37,76160
IE/D,13-1028,Buyers and Purchasing Agents,Bachelor's degree,3990,0.064305567,440,34,70350
CA,13-1028,Buyers and Purchasing Agents,Bachelor's degree,50060,0.046540867,5310,38,78750
FN,13-1028,Buyers and Purchasing Agents,Bachelor's degree,690,0.05428085,70,31,65490
LA,13-1028,Buyers and Purchasing Agents,Bachelor's degree,12590,0.00560003,1210,37,76200
SCC,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,300,-0.048386506,20,41,85560
CVML,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,1550,-0.071295331,100,41,85670
GS,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,2770,-0.07916015,180,41,84770
Bay,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,4630,-0.097590416,300,47,97100
FN,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,380,0.018447964,30,40,83420
IE/D,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,1730,-0.025962626,120,39,81170
OC,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,2720,-0.161473685,170,42,88160
CA,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,26710,-0.043647229,1980,43,90310
SD/I,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,3120,-0.069779747,200,40,82870
LA,13-1031,"Claims Adjusters, Examiners, and Investigators",High school diploma or equivalent,5620,-0.107962439,360,43,89500
GS,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,30,-0.063758173,0,38,79510
IE/D,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,40,-0.070425002,0,34,71720
CVML,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,20,-0.185809602,0,35,72710
LA,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,100,-0.100232157,10,37,76460
FN,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,0,0.014318037,0,35,73540
Bay,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,40,0.003159942,0,37,77960
OC,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,60,-0.140935953,0,37,76490
SCC,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,0,-0.346068198,0,35,72590
SD/I,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,280,-0.189222519,20,40,83440
CA,13-1032,"Insurance Appraisers, Auto Damage",Postsecondary nondegree award,660,-0.093170542,50,37,77960
CA,13-1041,Compliance Officers,Bachelor's degree,49320,0.043396846,4360,44,92180
IE/D,13-1041,Compliance Officers,Bachelor's degree,3520,0.06370618,330,38,79020
CVML,13-1041,Compliance Officers,Bachelor's degree,3050,0.0580761,280,37,76420
LA,13-1041,Compliance Officers,Bachelor's degree,11680,0.01570401,950,44,90550
FN,13-1041,Compliance Officers,Bachelor's degree,710,0.051519822,70,36,75690
Bay,13-1041,Compliance Officers,Bachelor's degree,11740,0.041682971,1030,50,103680
SD/I,13-1041,Compliance Officers,Bachelor's degree,6990,0.026090381,590,47,98380
SCC,13-1041,Compliance Officers,Bachelor's degree,640,0.05127984,60,40,83960
OC,13-1041,Compliance Officers,Bachelor's degree,4410,0.007422793,350,43,89160
GS,13-1041,Compliance Officers,Bachelor's degree,3030,0.089196074,300,42,88140
SD/I,13-1051,Cost Estimators,Bachelor's degree,2800,0.002450538,240,40,84240
FN,13-1051,Cost Estimators,Bachelor's degree,460,0.01119549,40,40,83690
OC,13-1051,Cost Estimators,Bachelor's degree,2670,-0.017157352,220,41,84500
SCC,13-1051,Cost Estimators,Bachelor's degree,720,0.031118987,70,37,76210
LA,13-1051,Cost Estimators,Bachelor's degree,4620,-0.027731826,380,38,78880
IE/D,13-1051,Cost Estimators,Bachelor's degree,2660,0.023971112,240,37,77590
GS,13-1051,Cost Estimators,Bachelor's degree,2230,0.021504677,200,40,84000
CA,13-1051,Cost Estimators,Bachelor's degree,26410,-0.000898626,2290,41,84500
CVML,13-1051,Cost Estimators,Bachelor's degree,2440,0.023244444,220,37,77980
Bay,13-1051,Cost Estimators,Bachelor's degree,6540,-0.013423566,550,47,97930
SCC,13-1071,Human Resources Specialists,Bachelor's degree,2360,0.01134196,200,37,77700
SD/I,13-1071,Human Resources Specialists,Bachelor's degree,11480,0.04295839,1050,38,78980
Bay,13-1071,Human Resources Specialists,Bachelor's degree,31820,0.043305766,2920,48,100770
CVML,13-1071,Human Resources Specialists,Bachelor's degree,6590,0.071760245,650,35,73550
CA,13-1071,Human Resources Specialists,Bachelor's degree,113700,0.052197657,10650,39,81570
OC,13-1071,Human Resources Specialists,Bachelor's degree,10700,0.019453959,920,38,78240
IE/D,13-1071,Human Resources Specialists,Bachelor's degree,7780,0.068786662,760,35,73450
GS,13-1071,Human Resources Specialists,Bachelor's degree,6010,0.061717302,580,38,78970
FN,13-1071,Human Resources Specialists,Bachelor's degree,1290,0.06760161,130,34,71370
LA,13-1071,Human Resources Specialists,Bachelor's degree,25250,0.029658968,2220,38,79490
FN,13-1074,Farm Labor Contractors,No formal educational credential,0,0.020834779,0,36,74130
OC,13-1074,Farm Labor Contractors,No formal educational credential,0,-0.439345404,0,36,74130
Bay,13-1074,Farm Labor Contractors,No formal educational credential,40,0.089154867,0,39,81570
SCC,13-1074,Farm Labor Contractors,No formal educational credential,10,0.17636707,0,39,81550
CA,13-1074,Farm Labor Contractors,No formal educational credential,180,0.030458161,20,36,74130
CVML,13-1074,Farm Labor Contractors,No formal educational credential,10,-0.052012344,0,38,79170
IE/D,13-1074,Farm Labor Contractors,No formal educational credential,0,-0.043554016,0,36,74130
GS,13-1074,Farm Labor Contractors,No formal educational credential,0,-0.007406793,0,39,80760
LA,13-1074,Farm Labor Contractors,No formal educational credential,0,0.000940747,0,36,74130
SD/I,13-1074,Farm Labor Contractors,No formal educational credential,110,0.006004468,10,36,74130
Bay,13-1075,Labor Relations Specialists,Bachelor's degree,2930,0.022114838,260,61,125950
LA,13-1075,Labor Relations Specialists,Bachelor's degree,2810,0.059599282,270,50,104580
SD/I,13-1075,Labor Relations Specialists,Bachelor's degree,470,0.005386365,40,48,100620
GS,13-1075,Labor Relations Specialists,Bachelor's degree,950,0.073111342,90,49,102320
IE/D,13-1075,Labor Relations Specialists,Bachelor's degree,470,0.082552529,50,48,100460
