soc_code	category	rank	element
13-2071	skills	7	Speaking
13-2071	skills	8	Reading Comprehension
13-2071	abilities	1	Number Facility
13-2071	abilities	2	Mathematical Reasoning
13-2071	abilities	3	Written Expression
13-2071	abilities	4	Oral Expression
13-2071	abilities	5	Written Comprehension
13-2071	abilities	6	Inductive Reasoning
13-2071	abilities	7	Oral Comprehension
13-2071	abilities	8	Deductive Reasoning
13-2071	technology	1	Network conferencing software
13-2071	technology	2	Financial analysis software
13-2071	technology	3	Information retrieval or search software
13-2072	knowledge	1	Economics and Accounting
13-2072	knowledge	2	Sales and Marketing
13-2072	knowledge	3	Customer and Personal Service
13-2072	knowledge	4	Law and Government
13-2072	knowledge	5	Mathematics
13-2072	knowledge	6	Administration and Management
13-2072	knowledge	7	English Language
13-2072	knowledge	8	Administrative
13-2072	skills	1	Mathematics
13-2072	skills	2	Judgment and Decision Making
13-2072	skills	3	Speaking
13-2072	skills	4	Reading Comprehension
13-2072	skills	5	Active Listening
13-2072	skills	6	Negotiation
13-2072	skills	7	Critical Thinking
13-2072	skills	8	Writing
13-2072	abilities	1	Number Facility
13-2072	abilities	2	Mathematical Reasoning
13-2072	abilities	3	Written Expression
13-2072	abilities	4	Written Comprehension
13-2072	abilities	5	Speech Recognition
13-2072	abilities	6	Inductive Reasoning
13-2072	abilities	7	Speech Clarity
13-2072	abilities	8	Oral Expression
13-2072	technology	1	Video conferencing software
13-2072	technology	2	Customer relationship management CRM software
13-2072	technology	3	Transaction server software
13-2072	technology	4	Compliance software
13-2072	technology	5	Content workflow software
13-2072	technology	6	Financial analysis software
13-2072	technology	7	Information retrieval or search software
13-2072	technology	8	Accounting software
13-2081	knowledge	1	Economics and Accounting
13-2081	knowledge	2	Law and Government
13-2081	knowledge	3	Administrative
13-2081	knowledge	4	Customer and Personal Service
13-2081	knowledge	5	Mathematics
13-2081	knowledge	6	English Language
13-2081	knowledge	7	Administration and Management
13-2081	knowledge	8	Computers and Electronics
13-2081	skills	1	Mathematics
13-2081	skills	2	Reading Comprehension
13-2081	skills	3	Speaking
13-2081	skills	4	Active Listening
13-2081	skills	5	Negotiation
13-2081	skills	6	Critical Thinking
13-2081	skills	7	Active Learning
13-2081	skills	8	Persuasion
13-2081	abilities	1	Information Ordering
13-2081	abilities	2	Inductive Reasoning
13-2081	abilities	3	Number Facility
13-2081	abilities	4	Mathematical Reasoning
13-2081	abilities	5	Deductive Reasoning
13-2081	abilities	6	Written Comprehension
13-2081	abilities	7	Memorization
13-2081	abilities	8	Speech Recognition
13-2081	technology	1	Accounting software
13-2081	technology	2	Tax preparation software
13-2081	technology	3	Compliance software
13-2081	technology	4	Optical character reader OCR or scanning software
13-2081	technology	5	Human resources software
13-2081	technology	6	Document management software
13-2082	knowledge	1	Economics and Accounting
13-2082	knowledge	2	Law and Government
13-2082	knowledge	3	Customer and Personal Service
13-2082	knowledge	4	Sales and Marketing
13-2082	knowledge	5	Administrative
13-2082	knowledge	6	Computers and Electronics
13-2082	knowledge	7	Mathematics
13-2082	knowledge	8	Personnel and Human Resources
13-2082	skills	1	Mathematics
13-2082	skills	2	Reading Comprehension
13-2082	skills	3	Active Listening
13-2082	skills	4	Service Orientation
13-2082	skills	5	Active Learning
13-2082	skills	6	Negotiation
13-2082	skills	7	Critical Thinking
13-2082	skills	8	Learning Strategies
13-2082	abilities	1	Number Facility
13-2082	abilities	2	Mathematical Reasoning
13-2082	abilities	3	Near Vision
13-2082	abilities	4	Written Comprehension
13-2082	abilities	5	Oral Comprehension
13-2082	abilities	6	Deductive Reasoning
13-2082	abilities	7	Fluency of Ideas
13-2082	abilities	8	Category Flexibility
13-2082	technology	1	Accounting software
13-2082	technology	2	Tax preparation software
13-2082	technology	3	Compliance software
13-2082	technology	4	Human resources software
13-2082	technology	5	Financial analysis software
13-2082	technology	6	Web page creation and editing software
13-2082	technology	7	Document management software
13-2082	technology	8	Calendar and scheduling software
13-2099	knowledge	1	Economics and Accounting
13-2099	knowledge	2	Mathematics
13-2099	knowledge	3	Computers and Electronics
13-2099	knowledge	4	Engineering and Technology
13-2099	knowledge	5	English Language
13-2099	skills	1	Mathematics
13-2099	skills	2	Programming
13-2099	skills	3	Management of Financial Resources
13-2099	skills	4	Complex Problem Solving
13-2099	skills	5	Active Learning
13-2099	skills	6	Critical Thinking
13-2099	skills	7	Systems Evaluation
13-2099	skills	8	Systems Analysis
13-2099	abilities	1	Mathematical Reasoning
13-2099	abilities	2	Number Facility
13-2099	abilities	3	Fluency of Ideas
13-2099	abilities	4	Written Expression
13-2099	abilities	5	Written Comprehension
13-2099	abilities	6	Deductive Reasoning
13-2099	abilities	7	Information Ordering
13-2099	abilities	8	Inductive Reasoning
13-2099	technology	1	Data base management system software
13-2099	technology	2	Business intelligence and data analysis software
13-2099	technology	3	Web platform development software
13-2099	technology	4	Process mapping and design software
13-2099	technology	5	Development environment software
13-2099	technology	6	Object or component oriented development software
13-2099	technology	7	Data mining software
13-2099	technology	8	Financial analysis software
15-1211	knowledge	1	Computers and Electronics
15-1211	knowledge	2	Telecommunications
15-1211	knowledge	3	Engineering and Technology
15-1211	knowledge	4	Customer and Personal Service
15-1211	knowledge	5	Administration and Management
15-1211	knowledge	6	Mathematics
15-1211	knowledge	7	Education and Training
15-1211	knowledge	8	Administrative
15-1211	skills	1	Programming
15-1211	skills	2	Technology Design
15-1211	skills	3	Systems Evaluation
15-1211	skills	4	Troubleshooting
15-1211	skills	5	Systems Analysis
15-1211	skills	6	Operations Analysis
15-1211	skills	7	Quality Control Analysis
15-1211	skills	8	Active Learning
15-1211	abilities	1	Information Ordering
15-1211	abilities	2	Deductive Reasoning
15-1211	abilities	3	Fluency of Ideas
15-1211	abilities	4	Speed of Closure
15-1211	abilities	5	Written Comprehension
15-1211	abilities	6	Inductive Reasoning
15-1211	abilities	7	Number Facility
15-1211	abilities	8	Mathematical Reasoning
15-1211	technology	1	Storage networking software
15-1211	technology	2	Object oriented data base management software
15-1211	technology	3	Configuration management software
15-1211	technology	4	Content workflow software
15-1211	technology	5	Sales and marketing software
15-1211	technology	6	Cloud-based management software
15-1211	technology	7	Data mining software
15-1211	technology	8	Expert system software
15-1212	knowledge	1	Telecommunications
15-1212	knowledge	2	Computers and Electronics
15-1212	knowledge	3	Engineering and Technology
15-1212	knowledge	4	Administration and Management
15-1212	knowledge	5	English Language
15-1212	knowledge	6	Public Safety and Security
15-1212	knowledge	7	Communications and Media
15-1212	knowledge	8	Law and Government
15-1212	skills	1	Programming
15-1212	skills	2	Systems Analysis
15-1212	skills	3	Quality Control Analysis
15-1212	skills	4	Complex Problem Solving
15-1212	skills	5	Reading Comprehension
15-1212	skills	6	Operations Analysis
15-1212	skills	7	Operations Monitoring
15-1212	skills	8	Critical Thinking
15-1212	abilities	1	Inductive Reasoning
15-1212	abilities	2	Written Expression
15-1212	abilities	3	Information Ordering
15-1212	abilities	4	Deductive Reasoning
15-1212	abilities	5	Written Comprehension
15-1212	abilities	6	Flexibility of Closure
15-1212	abilities	7	Problem Sensitivity
15-1212	abilities	8	Speed of Closure
15-1212	technology	1	Switch or router software
15-1212	technology	2	Internet directory services software
15-1212	technology	3	Storage networking software
15-1212	technology	4	Object oriented data base management software
15-1212	technology	5	Configuration management software
15-1212	technology	6	Content workflow software
15-1212	technology	7	Cloud-based management software
15-1212	technology	8	Expert system software
15-1221	knowledge	1	Engineering and Technology
15-1221	knowledge	2	Computers and Electronics
15-1221	knowledge	3	Design
15-1221	knowledge	4	Telecommunications
15-1221	knowledge	5	Mathematics
15-1221	knowledge	6	Physics
15-1221	knowledge	7	Sales and Marketing
15-1221	knowledge	8	Administration and Management
15-1221	skills	1	Programming
15-1221	skills	2	Technology Design
15-1221	skills	3	Science
15-1221	skills	4	Operations Analysis
15-1221	skills	5	Systems Analysis
15-1221	skills	6	Systems Evaluation
15-1221	skills	7	Mathematics
15-1221	skills	8	Complex Problem Solving
15-1221	abilities	1	Fluency of Ideas
15-1221	abilities	2	Originality
15-1221	abilities	3	Mathematical Reasoning
15-1221	abilities	4	Inductive Reasoning
15-1221	abilities	5	Number Facility
15-1221	abilities	6	Deductive Reasoning
15-1221	abilities	7	Category Flexibility
15-1221	abilities	8	Visualization
15-1221	technology	1	Object oriented data base management software
15-1221	technology	2	Cloud-based management software
15-1221	technology	3	Data mining software
15-1221	technology	4	File versioning software
15-1221	technology	5	Application server software
15-1221	technology	6	Data base management system software
15-1221	technology	7	Business intelligence and data analysis software
15-1221	technology	8	Enterprise application integration software
15-1231	knowledge	1	Computers and Electronics
15-1231	knowledge	2	Telecommunications
15-1231	knowledge	3	Engineering and Technology
15-1231	knowledge	4	Communications and Media
15-1231	knowledge	5	Design
15-1231	knowledge	6	Administrative
15-1231	knowledge	7	Production and Processing
15-1231	knowledge	8	Administration and Management
15-1231	skills	1	Installation
15-1231	skills	2	Repairing
15-1231	skills	3	Troubleshooting
15-1231	skills	4	Equipment Maintenance
15-1231	skills	5	Equipment Selection
15-1231	skills	6	Quality Control Analysis
15-1231	skills	7	Operations Monitoring
15-1231	skills	8	Systems Analysis
15-1231	abilities	1	Deductive Reasoning
15-1231	abilities	2	Finger Dexterity
15-1231	abilities	3	Inductive Reasoning
15-1231	abilities	4	Problem Sensitivity
15-1231	abilities	5	Oral Comprehension
15-1231	abilities	6	Speed of Closure
15-1231	abilities	7	Information Ordering
15-1231	abilities	8	Fluency of Ideas
15-1231	technology	1	Internet directory services software
15-1231	technology	2	Cloud-based management software
15-1231	technology	3	Data base management system software
15-1231	technology	4	Web platform development software
15-1231	technology	5	Cloud-based data access and sharing software
15-1231	technology	6	Development environment software
15-1231	technology	7	Object or component oriented development software
15-1231	technology	8	Document management software
15-1232	knowledge	1	Computers and Electronics
15-1232	knowledge	2	Telecommunications
15-1232	knowledge	3	Mechanical
15-1232	knowledge	4	Engineering and Technology
15-1232	knowledge	5	Design
15-1232	knowledge	6	Communications and Media
15-1232	knowledge	7	Administrative
15-1232	knowledge	8	Education and Training
15-1232	skills	1	Troubleshooting
15-1232	skills	2	Operation and Control
15-1232	skills	3	Reading Comprehension
15-1232	skills	4	Quality Control Analysis
15-1232	skills	5	Speaking
15-1232	skills	6	Operations Monitoring
15-1232	skills	7	Complex Problem Solving
15-1232	skills	8	Active Listening
15-1232	abilities	1	Written Expression
15-1232	abilities	2	Written Comprehension
15-1232	abilities	3	Finger Dexterity
15-1232	abilities	4	Oral Expression
15-1232	abilities	5	Near Vision
15-1232	abilities	6	Oral Comprehension
15-1232	abilities	7	Information Ordering
15-1232	abilities	8	Speech Recognition
15-1232	technology	1	Internet directory services software
15-1232	technology	2	Object oriented data base management software
15-1232	technology	3	Configuration management software
15-1232	technology	4	Content workflow software
15-1232	technology	5	Sales and marketing software
15-1232	technology	6	Cloud-based management software
15-1232	technology	7	Expert system software
15-1232	technology	8	File versioning software
15-1241	knowledge	1	Telecommunications
15-1241	knowledge	2	Engineering and Technology
15-1241	knowledge	3	Computers and Electronics
15-1241	knowledge	4	Design
15-1241	knowledge	5	Physics
15-1241	knowledge	6	Mathematics
15-1241	knowledge	7	English Language
15-1241	knowledge	8	Public Safety and Security
15-1241	skills	1	Programming
15-1241	skills	2	Technology Design
15-1241	skills	3	Systems Evaluation
15-1241	skills	4	Systems Analysis
15-1241	skills	5	Troubleshooting
15-1241	skills	6	Equipment Selection
15-1241	skills	7	Operations Analysis
15-1241	skills	8	Quality Control Analysis
15-1241	abilities	1	Information Ordering
15-1241	abilities	2	Written Expression
15-1241	abilities	3	Mathematical Reasoning
15-1241	abilities	4	Deductive Reasoning
