TOP Code - TOP Title,TOP CTE Flag,CIP Code - CIP Title,CIP CTE Flag,"Count of Colleges "
No TOP Match in Records,Not CTE,42.2814 - Applied Behavior Analysis,Not CTE,0
No TOP Match in Records,Not CTE,42.2816 - Somatic Psychology,Not CTE,0
No TOP Match in Records,Not CTE,42.2817 - Transpersonal/Spiritual Psychology,CTE,0
No TOP Match in Records,Not CTE,"42.2899 - Clinical, Counseling and Applied Psychology, Other",Both,0
No TOP Match in Records,Not CTE,43.0112 - Securities Services Administration/Management,CTE,0
No TOP Match in Records,Not CTE,43.0120 - Protective Services Operations,CTE,0
No TOP Match in Records,Not CTE,43.0121 - Suspension and Debarment Investigation,CTE,0
No TOP Match in Records,Not CTE,43.0122 - Maritime Law Enforcement,CTE,0
No TOP Match in Records,Not CTE,43.0123 - Cultural/Archaelogical Resources Protection,CTE,0
No TOP Match in Records,Not CTE,"43.0299 - Fire Protection, Other",Both,0
No TOP Match in Records,Not CTE,43.0302 - Crisis/Emergency/Disaster Management,CTE,0
No TOP Match in Records,Not CTE,43.0303 - Critical Infrastructure Protection,CTE,0
No TOP Match in Records,Not CTE,43.0304 - Terrorism and Counterterrorism Operations,CTE,0
No TOP Match in Records,Not CTE,"43.0399 - Homeland Security, Other",Both,0
No TOP Match in Records,Not CTE,43.0404 - Cybersecurity Defense Strategy/Policy,Not CTE,0
No TOP Match in Records,Not CTE,43.0408 - Law Enforcement Intelligence Analysis,CTE,0
No TOP Match in Records,Not CTE,"43.0499 - Security Science and Technology, Other",Both,0
No TOP Match in Records,Not CTE,44.0403 - Transportation and Infrastructure Planning/Studies,Not CTE,0
No TOP Match in Records,Not CTE,"44.0499 - Public Administration, Other",Both,0
No TOP Match in Records,Not CTE,"44.0501 - Public Policy Analysis, General",Not CTE,0
No TOP Match in Records,Not CTE,44.0502 - Education Policy Analysis,Not CTE,0
No TOP Match in Records,Not CTE,44.0503 - Health Policy Analysis,Not CTE,0
No TOP Match in Records,Not CTE,44.0504 - International Policy Analysis,Not CTE,0
No TOP Match in Records,Not CTE,"44.0599 - Public Policy Analysis, Other",Both,0
No TOP Match in Records,Not CTE,44.0702 - Youth Services/Administration,CTE,0
No TOP Match in Records,Not CTE,44.0703 - Forensic Social Work,CTE,0
No TOP Match in Records,Not CTE,"44.0799 - Social Work, Other",Both,0
No TOP Match in Records,Not CTE,45.0102 - Research Methodology and Quantitative Methods,Not CTE,0
No TOP Match in Records,Not CTE,45.0103 - Survey Research/Methodology,Not CTE,0
No TOP Match in Records,Not CTE,"45.0199 - Social Sciences, Other",Both,0
No TOP Match in Records,Not CTE,45.0202 - Physical and Biological Anthropology,Not CTE,0
No TOP Match in Records,Not CTE,45.0203 - Medical Anthropology,Not CTE,0
No TOP Match in Records,Not CTE,45.0204 - Cultural Anthropology,Not CTE,0
No TOP Match in Records,Not CTE,45.0205 - Forensic Anthropology,Not CTE,0
No TOP Match in Records,Not CTE,"45.0299 - Anthropology, Other",Both,0
No TOP Match in Records,Not CTE,45.0401 - Criminology,Not CTE,0
No TOP Match in Records,Not CTE,45.0501 - Demography and Population Studies,Not CTE,0
No TOP Match in Records,Not CTE,45.0502 - Applied Demography,Not CTE,0
No TOP Match in Records,Not CTE,"45.0599 - Demography, Other",Both,0
No TOP Match in Records,Not CTE,45.0602 - Applied Economics,Not CTE,0
No TOP Match in Records,Not CTE,45.0603 - Econometrics and Quantitative Economics,Not CTE,0
No TOP Match in Records,Not CTE,45.0604 - Development Economics and International Development,Not CTE,0
No TOP Match in Records,Not CTE,45.0605 - International Economics,Not CTE,0
No TOP Match in Records,Not CTE,"45.0699 - Economics, Other",Both,0
No TOP Match in Records,Not CTE,"45.0799 - Geography, Other",Both,0
No TOP Match in Records,Not CTE,45.0902 - National Security Policy Studies,Not CTE,0
No TOP Match in Records,Not CTE,"45.0999 - International Relations and National Security Studies, Other",Both,0
No TOP Match in Records,Not CTE,45.1002 - American Government and Politics (United States),Not CTE,0
No TOP Match in Records,Not CTE,45.1003 - Canadian Government and Politics,Not CTE,0
No TOP Match in Records,Not CTE,45.1004 - Political Economy,Not CTE,0
No TOP Match in Records,Not CTE,45.1103 - Rural Sociology,Not CTE,0
No TOP Match in Records,Not CTE,"45.1199 - Sociology, Other",Both,0
No TOP Match in Records,Not CTE,45.1201 - Urban Studies/Affairs,Not CTE,0
No TOP Match in Records,Not CTE,45.1301 - Sociology and Anthropology,Not CTE,0
No TOP Match in Records,Not CTE,45.1501 - Geography and Anthropology,Not CTE,0
No TOP Match in Records,Not CTE,"46.0000 - Construction Trades, General",CTE,0
No TOP Match in Records,Not CTE,"46.0399 - Electrical and Power Transmission Installers, Other",Both,0
No TOP Match in Records,Not CTE,46.0504 - Well Drilling/Driller,CTE,0
No TOP Match in Records,Not CTE,46.0505 - Blasting/Blaster,CTE,0
No TOP Match in Records,Not CTE,"46.0599 - Plumbing and Related Water Supply Services, Other",Both,0
No TOP Match in Records,Not CTE,"46.9999 - Construction Trades, Other",Both,0
No TOP Match in Records,Not CTE,"47.0000 - Mechanics and Repairers, General",CTE,0
No TOP Match in Records,Not CTE,47.0102 - Business Machine Repair,CTE,0
No TOP Match in Records,Not CTE,"47.0110 - Security System Installation, Repair, and Inspection Technology/Technician",CTE,0
No TOP Match in Records,Not CTE,"47.0199 - Electrical/Electronics Maintenance and Repair Technologies/Technicians, Other",Both,0
No TOP Match in Records,Not CTE,"47.0399 - Heavy/Industrial Equipment Maintenance Technologies/Technicians, Other",Both,0
No TOP Match in Records,Not CTE,47.0402 - Gunsmithing/Gunsmith,CTE,0
No TOP Match in Records,Not CTE,47.0409 - Parts and Warehousing Operations and Maintenance Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,"47.0600 - Vehicle Maintenance and Repair Technology/Technician, General",CTE,0
No TOP Match in Records,Not CTE,47.0610 - Bicycle Mechanics and Repair Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,47.0613 - Medium/Heavy Vehicle and Truck Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,47.0615 - Engine Machinist,CTE,0
No TOP Match in Records,Not CTE,"47.0699 - Vehicle Maintenance and Repair Technologies/Technicians, Other",Both,0
No TOP Match in Records,Not CTE,"47.0799 - Energy Systems Maintenance and Repair Technologies/Technicians, Other",Both,0
No TOP Match in Records,Not CTE,"47.9999 - Mechanic and Repair Technologies/Technicians, Other",Both,0
No TOP Match in Records,Not CTE,"48.0000 - Precision Production Trades, General",CTE,0
No TOP Match in Records,Not CTE,"48.0304 - Shoe, Boot and Leather Repair",CTE,0
No TOP Match in Records,Not CTE,"48.0399 - Leatherworking and Upholstery, Other",Both,0
No TOP Match in Records,Not CTE,48.0511 - Metal Fabricator,CTE,0
No TOP Match in Records,Not CTE,"48.0599 - Precision Metal Working, Other",Both,0
No TOP Match in Records,Not CTE,48.0702 - Furniture Design and Manufacturing,CTE,0
No TOP Match in Records,Not CTE,48.0704 - Wooden Boatbuilding Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,"48.0799 - Woodworking, Other",Both,0
No TOP Match in Records,Not CTE,"48.9999 - Precision Production, Other",Both,0
No TOP Match in Records,Not CTE,"49.0101 - Aeronautics/Aviation/Aerospace Science and Technology, General",Not CTE,0
No TOP Match in Records,Not CTE,49.0108 - Flight Instructor,CTE,0
No TOP Match in Records,Not CTE,49.0109 - Remote Aircraft Pilot,CTE,0
No TOP Match in Records,Not CTE,"49.0199 - Air Transportation, Other",Both,0
No TOP Match in Records,Not CTE,49.0206 - Mobil Crane Operator/Operation,CTE,0
No TOP Match in Records,Not CTE,49.0209 - Forklift Operation/Operator,CTE,0
No TOP Match in Records,Not CTE,"50.0201 - Crafts/Craft Design, Folk Art and Artisanry",Both,0
No TOP Match in Records,Not CTE,50.0302 - Ballet,Not CTE,0
No TOP Match in Records,Not CTE,"50.0499 - Design and Applied Arts, Other",Both,0
No TOP Match in Records,Not CTE,"50.0505 - Theatre Literature, History and Criticism",Not CTE,0
No TOP Match in Records,Not CTE,50.0506 - Acting,CTE,0
No TOP Match in Records,Not CTE,50.0511 - Comedy Writing and Performance,Not CTE,0
No TOP Match in Records,Not CTE,"50.0599 - Dramatic/Theatre Arts and Stagecraft, Other",Both,0
No TOP Match in Records,Not CTE,50.0607 - Documentary Production,CTE,0
No TOP Match in Records,Not CTE,50.0706 - Intermedia/Multimedia,CTE,0
No TOP Match in Records,Not CTE,50.0708 - Painting,CTE,0
No TOP Match in Records,Not CTE,50.0710 - Printmaking,CTE,0
No TOP Match in Records,Not CTE,"50.0712 - Fiber, Textile and Weaving Arts",CTE,0
No TOP Match in Records,Not CTE,50.0714 - Metal Arts,Not CTE,0
No TOP Match in Records,Not CTE,"50.0799 - Fine Arts and Art Studies, Other",Both,0
No TOP Match in Records,Not CTE,"50.0902 - Music History, Literature, and Theory",Not CTE,0
No TOP Match in Records,Not CTE,50.0905 - Musicology and Ethnomusicology,Not CTE,0
No TOP Match in Records,Not CTE,50.0906 - Conducting,CTE,0
No TOP Match in Records,Not CTE,50.0907 - Keyboard Instruments,CTE,0
No TOP Match in Records,Not CTE,50.0908 - Voice and Opera,CTE,0
No TOP Match in Records,Not CTE,50.0910 - Jazz/Jazz Studies,CTE,0
No TOP Match in Records,Not CTE,50.0911 - Stringed Instruments,CTE,0
No TOP Match in Records,Not CTE,50.0912 - Music Pedagogy,CTE,0
No TOP Match in Records,Not CTE,50.0914 - Brass Instruments,CTE,0
No TOP Match in Records,Not CTE,50.0915 - Woodwind Instruments,CTE,0
No TOP Match in Records,Not CTE,50.0916 - Percussion Instruments,CTE,0
No TOP Match in Records,Not CTE,"50.0999 - Music, Other",Both,0
No TOP Match in Records,Not CTE,"50.1001 - Arts, Entertainment, and Media Management, General",CTE,0
No TOP Match in Records,Not CTE,50.1002 - Fine and Studio Arts Management,CTE,0
No TOP Match in Records,Not CTE,50.1004 - Theatre/Theatre Arts Management,CTE,0
No TOP Match in Records,Not CTE,"50.1099 - Arts, Entertainment, and Media Management, Other",Both,0
No TOP Match in Records,Not CTE,51.0101 - Chiropractic,CTE,0
No TOP Match in Records,Not CTE,"51.0201 - Communication Sciences and Disorders, General",Not CTE,0
No TOP Match in Records,Not CTE,51.0202 - Audiology/Audiologist,CTE,0
No TOP Match in Records,Not CTE,51.0203 - Speech-Language Pathology/Pathologist,CTE,0
No TOP Match in Records,Not CTE,"51.0299 - Communication Disorders Sciences and Services, Other",Both,0
No TOP Match in Records,Not CTE,51.0401 - Dentistry,CTE,0
No TOP Match in Records,Not CTE,"51.0501 - Dental Clinical Sciences, General",CTE,0
No TOP Match in Records,Not CTE,51.0502 - Advanced General Dentistry,CTE,0
No TOP Match in Records,Not CTE,51.0503 - Oral Biology and Oral and Maxillofacial Pathology,Not CTE,0
No TOP Match in Records,Not CTE,51.0504 - Dental Public Health and Education,CTE,0
No TOP Match in Records,Not CTE,51.0505 - Dental Materials,Not CTE,0
No TOP Match in Records,Not CTE,51.0506 - Endodontics/Endodontology,CTE,0
No TOP Match in Records,Not CTE,51.0507 - Oral/Maxillofacial Surgery,CTE,0
No TOP Match in Records,Not CTE,51.0508 - Orthodontics/Orthodontology,CTE,0
No TOP Match in Records,Not CTE,51.0509 - Pediatric Dentistry/Pedodontics,CTE,0
No TOP Match in Records,Not CTE,51.0510 - Periodontics/Periodontology,CTE,0
No TOP Match in Records,Not CTE,51.0511 - Prosthodontics/Prosthodontology,CTE,0
No TOP Match in Records,Not CTE,51.0512 - Digital Dentistry,Not CTE,0
No TOP Match in Records,Not CTE,51.0513 - Geriatric Dentistry,CTE,0
No TOP Match in Records,Not CTE,51.0514 - Implantology/Implant Dentistry,Not CTE,0
No TOP Match in Records,Not CTE,"51.0599 - Advanced/Graduate Dentistry and Oral Sciences, Other",Both,0
No TOP Match in Records,Not CTE,51.0705 - Medical Office Management/Administration,CTE,0
No TOP Match in Records,Not CTE,51.0715 - Health/Medical Claims Examiner,CTE,0
No TOP Match in Records,Not CTE,51.0717 - Medical Staff Services Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,51.0718 - Long Term Care Administration/Management,CTE,0
No TOP Match in Records,Not CTE,51.0719 - Clinical Research Coordinator,CTE,0
No TOP Match in Records,Not CTE,51.0720 - Regulatory Science/Affairs,CTE,0
No TOP Match in Records,Not CTE,51.0721 - Disease Registry Data Management,CTE,0
No TOP Match in Records,Not CTE,51.0722 - Healthcare Innovation,CTE,0
No TOP Match in Records,Not CTE,51.0723 - Healthcare Information Privacy Assurance and Security,CTE,0
No TOP Match in Records,Not CTE,51.0802 - Clinical/Medical Laboratory Assistant,CTE,0
No TOP Match in Records,Not CTE,51.0809 - Anesthesiologist Assistant,CTE,0
No TOP Match in Records,Not CTE,51.0810 - Emergency Care Attendant (EMT Ambulance),CTE,0
No TOP Match in Records,Not CTE,51.0811 - Pathology/Pathologist Assistant,CTE,0
No TOP Match in Records,Not CTE,51.0813 - Chiropractic Technician/Assistant,CTE,0
No TOP Match in Records,Not CTE,51.0814 - Radiologist Assistant,CTE,0
No TOP Match in Records,Not CTE,51.0815 - Lactation Consultant,CTE,0
No TOP Match in Records,Not CTE,51.0816 - Speech-Language Pathology Assistant,CTE,0
No TOP Match in Records,Not CTE,51.0906 - Perfusion Technology/Perfusionist,CTE,0
No TOP Match in Records,Not CTE,51.0914 - Gene/Genetic Therapy,Both,0
No TOP Match in Records,Not CTE,51.0915 - Cardiopulmonary Technology/Technologist,CTE,0
No TOP Match in Records,Not CTE,51.0916 - Radiation Protection/Health Physics Technician,CTE,0
No TOP Match in Records,Not CTE,51.0918 - Hearing Instrument Specialist,CTE,0
No TOP Match in Records,Not CTE,51.0919 - Mammography Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,51.0921 - Hyperbaric Medicine Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,51.0922 - Intraoperative Neuromonitoring Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,51.0923 - Orthopedic Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,51.1001 - Blood Bank Technology Specialist,CTE,0
No TOP Match in Records,Not CTE,51.1002 - Cytotechnology/Cytotechnologist,CTE,0
No TOP Match in Records,Not CTE,51.1003 - Hematology Technology/Technician,CTE,0
No TOP Match in Records,Not CTE,51.1005 - Clinical Laboratory Science/Medical Technology/Technologist,CTE,0
No TOP Match in Records,Not CTE,51.1007 - Histologic Technology/Histotechnologist,CTE,0
No TOP Match in Records,Not CTE,51.1008 - Histologic Technician,CTE,0
No TOP Match in Records,Not CTE,51.1010 - Cytogenetics/Genetics/Clinical Genetics Technology/Technologist,CTE,0
No TOP Match in Records,Not CTE,51.1011 - Renal/Dialysis Technologist/Technician,CTE,0
No TOP Match in Records,Not CTE,51.1101 - Pre-Dentistry Studies,CTE,0
No TOP Match in Records,Not CTE,51.1102 - Pre-Medicine/Pre-Medical Studies,CTE,0
No TOP Match in Records,Not CTE,51.1103 - Pre-Pharmacy Studies,CTE,0
No TOP Match in Records,Not CTE,51.1105 - Pre-Nursing Studies,CTE,0
No TOP Match in Records,Not CTE,51.1106 - Pre-Chiropractic Studies,CTE,0
No TOP Match in Records,Not CTE,51.1107 - Pre-Occupational Therapy Studies,CTE,0
No TOP Match in Records,Not CTE,51.1108 - Pre-Optometry Studies,CTE,0
No TOP Match in Records,Not CTE,51.1109 - Pre-Physical Therapy Studies,CTE,0
No TOP Match in Records,Not CTE,51.1110 - Pre-Art Therapy,CTE,0
No TOP Match in Records,Not CTE,"51.1199 - Health/Medical Preparatory Programs, Other",Both,0
No TOP Match in Records,Not CTE,51.1201 - Medicine,CTE,0
No TOP Match in Records,Not CTE,51.1202 - Osteopathic Medicine/Osteopathy,CTE,0
No TOP Match in Records,Not CTE,51.1203 - Podiatric Medicine/Podiatry,CTE,0
No TOP Match in Records,Not CTE,"51.1299 - Medicine, Other",Both,0
No TOP Match in Records,Not CTE,51.1401 - Medical Science/Scientist,CTE,0
No TOP Match in Records,Not CTE,51.1402 - Clinical and Translational Science,CTE,0
No TOP Match in Records,Not CTE,51.1403 - Pain Management,CTE,0
No TOP Match in Records,Not CTE,51.1404 - Temporomandibular Disorders and Orofacial Pain,CTE,0
No TOP Match in Records,Not CTE,51.1405 - Tropical Medicine,CTE,0
No TOP Match in Records,Not CTE,"51.1499 - Medical Clinical Sciences/Graduate Medical Studies, Other",Both,0
No TOP Match in Records,Not CTE,51.1503 - Clinical/Medical Social Work,CTE,0
No TOP Match in Records,Not CTE,51.1504 - Community Health Services/Liaison/Counseling,CTE,0
No TOP Match in Records,Not CTE,51.1505 - Marriage and Family Therapy/Counseling,CTE,0
No TOP Match in Records,Not CTE,51.1506 - Clinical Pastoral Counseling/Patient Counseling,CTE,0
No TOP Match in Records,Not CTE,51.1507 - Psychoanalysis and Psychotherapy,CTE,0
No TOP Match in Records,Not CTE,51.1508 - Mental Health Counseling/Counselor,CTE,0
No TOP Match in Records,Not CTE,51.1509 - Genetic Counseling/Counselor,CTE,0
No TOP Match in Records,Not CTE,51.1511 - Medical Family Therapy/Therapist,CTE,0
No TOP Match in Records,Not CTE,51.1512 - Hospice and Palliative Care,CTE,0
No TOP Match in Records,Not CTE,"51.1599 - Mental and Social Health Services and Allied Professions, Other",Both,0
No TOP Match in Records,Not CTE,51.1701 - Optometry,Not CTE,0
No TOP Match in Records,Not CTE,51.1803 - Ophthalmic Technician/Technologist,CTE,0
No TOP Match in Records,Not CTE,51.1804 - Orthoptics/Orthoptist,CTE,0
No TOP Match in Records,Not CTE,"51.1899 - Ophthalmic and Optometric Support Services and Allied Professions, Other",Both,0
No TOP Match in Records,Not CTE,51.2001 - Pharmacy,CTE,0
No TOP Match in Records,Not CTE,51.2002 - Pharmacy Administration and Pharmacy Policy and Regulatory Affairs,CTE,0
No TOP Match in Records,Not CTE,51.2003 - Pharmaceutics and Drug Design,Not CTE,0
No TOP Match in Records,Not CTE,51.2004 - Medicinal and Pharmaceutical Chemistry,Not CTE,0
No TOP Match in Records,Not CTE,51.2005 - Natural Products Chemistry and Pharmacognosy,Not CTE,0
No TOP Match in Records,Not CTE,51.2006 - Clinical and Industrial Drug Development,Not CTE,0
No TOP Match in Records,Not CTE,51.2007 - Pharmacoeconomics/Pharmaceutical Economics,Not CTE,0
No TOP Match in Records,Not CTE,"51.2008 - Clinical, Hospital, and Managed Care Pharmacy",CTE,0
No TOP Match in Records,Not CTE,51.2009 - Industrial and Physical Pharmacy and Cosmetic Sciences,Not CTE,0
No TOP Match in Records,Not CTE,51.2010 - Pharmaceutical Sciences,Not CTE,0
No TOP Match in Records,Not CTE,51.2011 - Pharmaceutical Marketing and Management,CTE,0
No TOP Match in Records,Not CTE,"51.2099 - Pharmacy, Pharmaceutical Sciences, and Administration, Other",Both,0
No TOP Match in Records,Not CTE,"51.2201 - Public Health, General",CTE,0
No TOP Match in Records,Not CTE,51.2202 - Environmental Health,Both,0
No TOP Match in Records,Not CTE,51.2205 - Health/Medical  Physics,Not CTE,0
No TOP Match in Records,Not CTE,51.2206 - Occupational Health and Industrial Hygiene,CTE,0
No TOP Match in Records,Not CTE,51.2207 - Public Health Education and Promotion,Not CTE,0
No TOP Match in Records,Not CTE,51.2209 - Maternal and Child Health,Not CTE,0
No TOP Match in Records,Not CTE,51.2210 - International Public Health/International Health,Not CTE,0
No TOP Match in Records,Not CTE,51.2211 - Health Services Administration,Not CTE,0
No TOP Match in Records,Not CTE,51.2212 - Behavioral Aspects of Health,Not CTE,0
No TOP Match in Records,Not CTE,51.2213 - Patient Safety and Healthcare Quality,Not CTE,0
No TOP Match in Records,Not CTE,51.2214 - Public Health Genetics,CTE,0
No TOP Match in Records,Not CTE,51.2301 - Art Therapy/Therapist,CTE,0
No TOP Match in Records,Not CTE,51.2302 - Dance Therapy/Therapist,CTE,0
No TOP Match in Records,Not CTE,51.2305 - Music Therapy/Therapist,CTE,0
No TOP Match in Records,Not CTE,51.2306 - Occupational Therapy/Therapist,CTE,0
No TOP Match in Records,Not CTE,51.2307 - Orthotist/Prosthetist,CTE,0
No TOP Match in Records,Not CTE,51.2308 - Physical Therapy/Therapist,CTE,0
No TOP Match in Records,Not CTE,51.2310 - Vocational Rehabilitation Counseling/Counselor,CTE,0
No TOP Match in Records,Not CTE,51.2311 - Kinesiotherapy/Kinesiotherapist,CTE,0
No TOP Match in Records,Not CTE,51.2312 - Assistive/Augmentative Technology and Rehabilitation Engineering,CTE,0
No TOP Match in Records,Not CTE,51.2313 - Animal-Assisted Therapy,CTE,0
No TOP Match in Records,Not CTE,51.2314 - Rehabilitation Science,Not CTE,0
No TOP Match in Records,Not CTE,51.2315 - Drama Therapy/Therapist,CTE,0
No TOP Match in Records,Not CTE,51.2316 - Horticulture Therapy/Therapist,Not CTE,0
No TOP Match in Records,Not CTE,"51.2399 - Rehabilitation and Therapeutic Professions, Other",Both,0
No TOP Match in Records,Not CTE,51.2603 - Medication Aide,CTE,0
No TOP Match in Records,Not CTE,"51.2699 - Health Aides/Attendants/Orderlies, Other",Both,0
No TOP Match in Records,Not CTE,51.2703 - Medical Illustration/Medical Illustrator,CTE,0
No TOP Match in Records,Not CTE,51.2706 - Medical Informatics,Not CTE,0
No TOP Match in Records,Not CTE,"51.2799 - Medical Illustration and Informatics, Other",Both,0
No TOP Match in Records,Not CTE,"51.3199 - Dietetics and Clinical Nutrition Services, Other",Both,0
No TOP Match in Records,Not CTE,51.3201 - Bioethics/Medical Ethics,Not CTE,0
No TOP Match in Records,Not CTE,51.3203 - Nursing Education,CTE,0
No TOP Match in Records,Not CTE,51.3204 - Medical/Health Humanities,Not CTE,0
No TOP Match in Records,Not CTE,51.3205 - History of Medicine,Not CTE,0
No TOP Match in Records,Not CTE,51.3206 - Arts in Medicine/Health,Not CTE,0
No TOP Match in Records,Not CTE,"51.3299 - Health Professions Education, Ethics, and Humanities, Other",Both,0
No TOP Match in Records,Not CTE,"51.3300 - Alternative and Complementary Medicine and Medical Systems, General",Not CTE,0
No TOP Match in Records,Not CTE,51.3301 - Acupuncture and Oriental Medicine,CTE,0
No TOP Match in Records,Not CTE,51.3302 - Traditional Chinese Medicine and Chinese Herbology,CTE,0
No TOP Match in Records,Not CTE,51.3303 - Naturopathic Medicine/Naturopathy,CTE,0
No TOP Match in Records,Not CTE,51.3304 - Homeopathic Medicine/Homeopathy,CTE,0
No TOP Match in Records,Not CTE,51.3305 - Ayurvedic Medicine/Ayurveda,CTE,0
No TOP Match in Records,Not CTE,51.3306 - Holistic/Integrative Health,Not CTE,0
No TOP Match in Records,Not CTE,"51.3399 - Alternative and Complementary Medicine and Medical Systems, Other",Both,0
No TOP Match in Records,Not CTE,51.3401 - Direct Entry Midwifery,CTE,0
No TOP Match in Records,Not CTE,"51.3499 - Alternative and Complementary Medical Support Services, Other",Both,0
No TOP Match in Records,Not CTE,51.3503 - Somatic Bodywork,CTE,0
No TOP Match in Records,Not CTE,"51.3599 - Somatic Bodywork and Related Therapeutic Services, Other",Both,0
No TOP Match in Records,Not CTE,51.3601 - Movement Therapy and Movement Education,CTE,0
No TOP Match in Records,Not CTE,51.3602 - Yoga Teacher Training/Yoga Therapy,CTE,0
No TOP Match in Records,Not CTE,51.3603 - Hypnotherapy/Hypnotherapist,CTE,0
No TOP Match in Records,Not CTE,"51.3699 - Movement and Mind-Body Therapies and Education, Other",Both,0
No TOP Match in Records,Not CTE,51.3701 - Aromatherapy,CTE,0
No TOP Match in Records,Not CTE,51.3702 - Herbalism/Herbalist,CTE,0
No TOP Match in Records,Not CTE,51.3703 - Polarity Therapy,CTE,0
No TOP Match in Records,Not CTE,51.3704 - Reiki,CTE,0
No TOP Match in Records,Not CTE,"51.3799 - Energy and Biologically Based Therapies, Other",Both,0
No TOP Match in Records,Not CTE,51.3802 - Nursing Administration,CTE,0
No TOP Match in Records,Not CTE,51.3803 - Adult Health Nurse/Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3804 - Nurse Anesthetist,CTE,0
No TOP Match in Records,Not CTE,51.3805 - Family Practice Nurse/Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3806 - Maternal/Child Health and Neonatal Nurse/Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3807 - Nurse Midwife/Nursing Midwifery,CTE,0
No TOP Match in Records,Not CTE,51.3808 - Nursing Science,CTE,0
No TOP Match in Records,Not CTE,51.3809 - Pediatric Nurse/Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3810 - Psychiatric/Mental Health Nurse/Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3811 - Public Health/Community Nurse/Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3812 - Perioperative/Operating Room and Surgical Nurse/Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3813 - Clinical Nurse Specialist,CTE,0
No TOP Match in Records,Not CTE,51.3814 - Critical Care Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3815 - Occupational and Environmental Health Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3816 - Emergency Room/Trauma Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3818 - Nursing Practice,CTE,0
No TOP Match in Records,Not CTE,51.3819 - Palliative Care Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3820 - Clinical Nurse Leader,CTE,0
No TOP Match in Records,Not CTE,51.3821 - Geriatric Nurse/Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3822 - Women's Health Nurse/Nursing,CTE,0
No TOP Match in Records,Not CTE,51.3824 - Forensic Nursing,CTE,0
No TOP Match in Records,Not CTE,"51.3899 - Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other",Both,0
No TOP Match in Records,Not CTE,"51.3999 - Practical Nursing, Vocational Nursing and Nursing Assistants, Other",Both,0
No TOP Match in Records,Not CTE,52.0206 - Non-Profit/Public/Organizational Management,CTE,0
No TOP Match in Records,Not CTE,52.0207 - Customer Service Management,CTE,0
No TOP Match in Records,Not CTE,52.0209 - Transportation/Mobility Management,Not CTE,0
No TOP Match in Records,Not CTE,52.0210 - Research and Development Management,CTE,0
No TOP Match in Records,Not CTE,52.0213 - Organizational Leadership,Not CTE,0
No TOP Match in Records,Not CTE,52.0214 - Research Administration,CTE,0
No TOP Match in Records,Not CTE,52.0216 - Science/Technology Management,CTE,0
No TOP Match in Records,Not CTE,52.0303 - Auditing,CTE,0
No TOP Match in Records,Not CTE,52.0304 - Accounting and Finance,CTE,0
No TOP Match in Records,Not CTE,52.0305 - Accounting and Business/Management,CTE,0
No TOP Match in Records,Not CTE,"52.0399 - Accounting and Related Services, Other",Both,0
No TOP Match in Records,Not CTE,52.0402 - Executive Assistant/Executive Secretary,CTE,0
No TOP Match in Records,Not CTE,52.0406 - Receptionist,CTE,0
No TOP Match in Records,Not CTE,"52.0410 - Traffic, Customs, and Transportation Clerk/Technician",CTE,0
No TOP Match in Records,Not CTE,"52.0499 - Business Operations Support and Secretarial Services, Other",Both,0
No TOP Match in Records,Not CTE,"52.0501 - Business/Corporate Communications, General",CTE,0
No TOP Match in Records,Not CTE,52.0502 - Grantsmanship,CTE,0
No TOP Match in Records,Not CTE,"52.0599 - Business/Corporate Communications, Other",Both,0
No TOP Match in Records,Not CTE,52.0601 - Business/Managerial Economics,Not CTE,0
No TOP Match in Records,Not CTE,52.0702 - Franchising and Franchise Operations,CTE,0
No TOP Match in Records,Not CTE,"52.0799 - Entrepreneurial and Small Business Operations, Other",Both,0
No TOP Match in Records,Not CTE,52.0804 - Financial Planning and Services,CTE,0
No TOP Match in Records,Not CTE,52.0806 - International Finance,CTE,0
No TOP Match in Records,Not CTE,52.0807 - Investments and Securities,CTE,0
No TOP Match in Records,Not CTE,52.0808 - Public Finance,CTE,0
No TOP Match in Records,Not CTE,52.0809 - Credit Management,CTE,0
