TOP Code - TOP Title,TOP CTE Flag,CIP Code - CIP Title,CIP CTE Flag,"Count of Colleges "
4930.60 - Elementary Education (Grades 1-8),Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,53.0201 - High School Equivalence Certificate Program,Noncredit CIP,1
4930.62 - Secondary Education (Grades 9-12) and G.E.D.,Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,3
4930.62 - Secondary Education (Grades 9-12) and G.E.D.,Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,1
4930.62 - Secondary Education (Grades 9-12) and G.E.D.,Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,2
4930.62 - Secondary Education (Grades 9-12) and G.E.D.,Not CTE,53.0105 - Adult High School/Secondary Diploma Program,Noncredit CIP,0
4930.62 - Secondary Education (Grades 9-12) and G.E.D.,Not CTE,53.0201 - High School Equivalence Certificate Program,Noncredit CIP,36
4930.72 - Leadership Skills Development,Not CTE,"13.0401 - Educational Leadership and Administration, General",Not CTE,1
4930.72 - Leadership Skills Development,Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,5
4930.72 - Leadership Skills Development,Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,1
4930.72 - Leadership Skills Development,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,2
4930.72 - Leadership Skills Development,Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,1
4930.72 - Leadership Skills Development,Not CTE,"35.0101 - Interpersonal and Social Skills, General",Noncredit CIP,1
4930.84 - English as a Second Language - Writing,Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,1
4930.84 - English as a Second Language - Writing,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,8
4930.84 - English as a Second Language - Writing,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,10
4930.84 - English as a Second Language - Writing,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.84 - English as a Second Language - Writing,Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,1
4930.85 - English as a Second Language - Reading,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,3
4930.85 - English as a Second Language - Reading,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,2
4930.85 - English as a Second Language - Reading,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.86 - English as a Second Language - Speaking/Listening,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,19
4930.86 - English as a Second Language - Speaking/Listening,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,15
4930.86 - English as a Second Language - Speaking/Listening,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.87 - English as a Second Language - Integrated,Not CTE,13.0201 - Bilingual and Multilingual Education,Not CTE,1
4930.87 - English as a Second Language - Integrated,Not CTE,16.1701 - English as a Second Language,Not CTE,24
4930.87 - English as a Second Language - Integrated,Not CTE,"16.9999 - Foreign Languages, Literatures, and Linguistics, Other",Both,1
4930.87 - English as a Second Language - Integrated,Not CTE,"23.0101 - English Language and Literature, General",Not CTE,1
4930.87 - English as a Second Language - Integrated,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,65
4930.87 - English as a Second Language - Integrated,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,46
4930.87 - English as a Second Language - Integrated,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.87 - English as a Second Language - Integrated,Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,1
4930.87 - English as a Second Language - Integrated,Not CTE,33.0102 - American Citizenship Education,Noncredit CIP,1
4930.90 - Citizenship (and ESL Civics),Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
4930.90 - Citizenship (and ESL Civics),Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.90 - Citizenship (and ESL Civics),Not CTE,"33.0101 - Citizenship Activities, General",Noncredit CIP,0
4930.90 - Citizenship (and ESL Civics),Not CTE,33.0102 - American Citizenship Education,Noncredit CIP,8
4930.90 - Citizenship (and ESL Civics),Not CTE,33.0103 - Community Awareness,Noncredit CIP,0
4930.90 - Citizenship (and ESL Civics),Not CTE,33.0104 - Community Involvement,Noncredit CIP,0
4930.90 - Citizenship (and ESL Civics),Not CTE,33.0105 - Canadian Citizenship Education,Noncredit CIP,0
4930.90 - Citizenship (and ESL Civics),Not CTE,33.0106 - Personal Emergency Preparedness,Noncredit CIP,0
4930.90 - Citizenship (and ESL Civics),Not CTE,"33.0199 - Citizenship Activities, Other",Noncredit CIP,0
4931.00 - Vocational ESL,CTE,16.1701 - English as a Second Language,Not CTE,15
4931.00 - Vocational ESL,CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,1
4931.00 - Vocational ESL,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
4931.00 - Vocational ESL,CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,2
4931.00 - Vocational ESL,CTE,32.0109 - Second Language Learning,Noncredit CIP,21
4931.00 - Vocational ESL,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,2
4931.00 - Vocational ESL,CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4932.00 - General Work Experience,CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,0
4932.00 - General Work Experience,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
4932.00 - General Work Experience,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,1
4999.00 - Other Interdisciplinary Studies,Not CTE,"30.9999 - Multi-/Interdisciplinary Studies, Other",Both,12
No TOP Match in Records,Not CTE,"01.0101 - Agricultural Business and Management, General",Not CTE,0
No TOP Match in Records,Not CTE,01.0103 - Agricultural Economics,Not CTE,0
No TOP Match in Records,Not CTE,"01.0199 - Agricultural Business and Management, Other",Both,0
No TOP Match in Records,Not CTE,"01.0299 - Agricultural Mechanization, Other",Both,0
No TOP Match in Records,Not CTE,"01.0301 - Agricultural Production Operations, General",Both,0
No TOP Match in Records,Not CTE,01.0303 - Aquaculture,CTE,0
No TOP Match in Records,Not CTE,01.0310 - Apiculture,Not CTE,0
No TOP Match in Records,Not CTE,01.0504 - Dog/Pet/Animal Grooming,CTE,0
No TOP Match in Records,Not CTE,01.0507 - Equestrian/Equine Studies,Both,0
No TOP Match in Records,Not CTE,01.0508 - Taxidermy/Taxidermist,CTE,0
No TOP Match in Records,Not CTE,"01.0599 - Agricultural and Domestic Animal Services, Other",Both,0
No TOP Match in Records,Not CTE,01.0603 - Ornamental Horticulture,Both,0
No TOP Match in Records,Not CTE,01.0604 - Greenhouse Operations and Management,CTE,0
No TOP Match in Records,Not CTE,01.0609 - Public Horticulture,Not CTE,0
No TOP Match in Records,Not CTE,01.0610 - Urban and Community Horticulture,Not CTE,0
No TOP Match in Records,Not CTE,"01.0699 - Applied Horticulture/Horticultural Business Services, Other",Both,0
No TOP Match in Records,Not CTE,01.0701 - International Agriculture,Not CTE,0
No TOP Match in Records,Not CTE,01.0801 - Agricultural and Extension Education Services,CTE,0
No TOP Match in Records,Not CTE,01.0802 - Agricultural Communication/Journalism,CTE,0
No TOP Match in Records,Not CTE,"01.0899 - Agricultural Public Services, Other",Both,0
No TOP Match in Records,Not CTE,"01.0901 - Animal Sciences, General",Not CTE,0
No TOP Match in Records,Not CTE,01.0902 - Agricultural Animal Breeding,Not CTE,0
No TOP Match in Records,Not CTE,01.0903 - Animal Health,Not CTE,0
No TOP Match in Records,Not CTE,01.0904 - Animal Nutrition,Not CTE,0
No TOP Match in Records,Not CTE,01.0905 - Dairy Science,Not CTE,0
No TOP Match in Records,Not CTE,01.0906 - Livestock Management,Not CTE,0
No TOP Match in Records,Not CTE,01.0907 - Poultry Science,Not CTE,0
No TOP Match in Records,Not CTE,"01.0999 - Animal Sciences, Other",Both,0
No TOP Match in Records,Not CTE,01.1001 - Food Science,Not CTE,0
No TOP Match in Records,Not CTE,"01.1099 - Food Science and Technology, Other",Both,0
No TOP Match in Records,Not CTE,01.1102 - Agronomy and Crop Science,Not CTE,0
No TOP Match in Records,Not CTE,01.1103 - Horticultural Science,Not CTE,0
No TOP Match in Records,Not CTE,01.1104 - Agricultural and Horticultural Plant Breeding,Not CTE,0
No TOP Match in Records,Not CTE,01.1106 - Range Science and Management,Not CTE,0
No TOP Match in Records,Not CTE,"01.1199 - Plant Sciences, Other",Both,0
No TOP Match in Records,Not CTE,"01.1201 - Soil Science and Agronomy, General",Not CTE,0
No TOP Match in Records,Not CTE,01.1202 - Soil Chemistry and Physics,Not CTE,0
No TOP Match in Records,Not CTE,01.1203 - Soil Microbiology,Not CTE,0
No TOP Match in Records,Not CTE,"01.1299 - Soil Sciences, Other",Both,0
No TOP Match in Records,Not CTE,01.1302 - Pre-Veterinary Studies,CTE,0
No TOP Match in Records,Not CTE,01.8001 - Veterinary Medicine,CTE,0
No TOP Match in Records,Not CTE,"01.8101 - Veterinary Sciences/Veterinary Clinical Sciences, General",Not CTE,0
No TOP Match in Records,Not CTE,01.8102 - Comparative and Laboratory Animal Medicine,CTE,0
No TOP Match in Records,Not CTE,01.8103 - Large Animal/Food Animal and Equine Surgery and Medicine,Not CTE,0
No TOP Match in Records,Not CTE,01.8104 - Small/Companion Animal Surgery and Medicine,Not CTE,0
No TOP Match in Records,Not CTE,01.8105 - Veterinary Anatomy,Not CTE,0
No TOP Match in Records,Not CTE,01.8106 - Veterinary Infectious Diseases,Not CTE,0
No TOP Match in Records,Not CTE,01.8107 - Veterinary Microbiology and Immunobiology,Not CTE,0
No TOP Match in Records,Not CTE,01.8108 - Veterinary Pathology and Pathobiology,Not CTE,0
No TOP Match in Records,Not CTE,01.8109 - Veterinary Physiology,Not CTE,0
No TOP Match in Records,Not CTE,"01.8110 - Veterinary Preventive Medicine, Epidemiology, and Public Health",CTE,0
No TOP Match in Records,Not CTE,01.8111 - Veterinary Toxicology and Pharmacology,Not CTE,0
No TOP Match in Records,Not CTE,"01.8199 - Veterinary Biomedical and Clinical Sciences, Other",Both,0
No TOP Match in Records,Not CTE,"01.8299 - Veterinary Administrative Services, Other",Both,0
No TOP Match in Records,Not CTE,"01.8399 - Veterinary/Animal Health Technologies/Technicians, Other",Both,0
No TOP Match in Records,Not CTE,"03.0199 - Natural Resources Conservation and Research, Other",Both,0
No TOP Match in Records,Not CTE,"03.0201 - Environmental/Natural Resources Management and Policy, General",CTE,0
No TOP Match in Records,Not CTE,03.0204 - Environmental/Natural Resource Economics,Not CTE,0
No TOP Match in Records,Not CTE,"03.0205 - Water, Wetlands, and Marine Resources Management",CTE,0
No TOP Match in Records,Not CTE,03.0206 - Land Use Planning and Management/Development,Not CTE,0
No TOP Match in Records,Not CTE,03.0207 - Environmental/Natural Resource Recreation and Tourism,CTE,0
No TOP Match in Records,Not CTE,03.0210 - Bioenergy,Not CTE,0
No TOP Match in Records,Not CTE,"03.0299 - Environmental/Natural Resources Management and Policy, Other",Both,0
No TOP Match in Records,Not CTE,03.0301 - Fishing and Fisheries Sciences and Management,Not CTE,0
No TOP Match in Records,Not CTE,03.0502 - Forest Sciences and Biology,Not CTE,0
No TOP Match in Records,Not CTE,03.0506 - Forest Management/Forest Resources Management,CTE,0
No TOP Match in Records,Not CTE,03.0508 - Urban Forestry,CTE,0
No TOP Match in Records,Not CTE,03.0510 - Forest Resources Production and Management,Both,0
No TOP Match in Records,Not CTE,04.0201 - Architecture,CTE,0
No TOP Match in Records,Not CTE,"04.0301 - City/Urban, Community, and Regional Planning",CTE,0
No TOP Match in Records,Not CTE,04.0402 - Healthcare Environment Design/Architecture,Not CTE,0
No TOP Match in Records,Not CTE,04.0403 - Sustainable Design/Architecture,Not CTE,0
No TOP Match in Records,Not CTE,"04.0499 - Environmental Design, Other",Both,0
No TOP Match in Records,Not CTE,04.0501 - Interior Architecture,CTE,0
No TOP Match in Records,Not CTE,"04.0801 - Architectural History and Criticism, General",Not CTE,0
No TOP Match in Records,Not CTE,04.0802 - Architectural Conservation,Not CTE,0
No TOP Match in Records,Not CTE,04.0803 - Architectural Studies,Not CTE,0
No TOP Match in Records,Not CTE,"04.0899 - Architectural History, Criticism, and Conservation, Other",Both,0
No TOP Match in Records,Not CTE,"04.0999 - Architectural Sciences and Technology, Other",Both,0
No TOP Match in Records,Not CTE,04.1001 - Real Estate Development,CTE,0
No TOP Match in Records,Not CTE,05.0101 - African Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0103 - Asian Studies/Civilization,Not CTE,0
No TOP Match in Records,Not CTE,05.0104 - East Asian Studies,Not CTE,0
No TOP Match in Records,Not CTE,"05.0105 - Russian, Central European, East European and Eurasian Studies",Not CTE,0
No TOP Match in Records,Not CTE,05.0106 - European Studies/Civilization,Not CTE,0
No TOP Match in Records,Not CTE,05.0107 - Latin American Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0108 - Near and Middle Eastern Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0109 - Pacific Area/Pacific Rim Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0110 - Russian Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0111 - Scandinavian Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0112 - South Asian Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0113 - Southeast Asian Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0114 - Western European Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0115 - Canadian Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0116 - Balkans Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0117 - Baltic Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0118 - Slavic Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0119 - Caribbean Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0120 - Ural-Altaic and Central Asian Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0121 - Commonwealth Studies,Not CTE,0
No TOP Match in Records,Not CTE,"05.0122 - Regional Studies (US, Canadian, Foreign)",Not CTE,0
No TOP Match in Records,Not CTE,05.0123 - Chinese Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0124 - French Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0125 - German Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0126 - Italian Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0127 - Japanese Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0128 - Korean Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0129 - Polish Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0130 - Spanish and Iberian Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0131 - Tibetan Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0132 - Ukraine Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0133 - Irish Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0134 - Latin American and Caribbean Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0135 - Appalachian Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0136 - Arctic Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0209 - Folklore Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0210 - Disability Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0211 - Deaf Studies,Not CTE,0
No TOP Match in Records,Not CTE,05.0212 - Comparative Group Studies,Not CTE,0
No TOP Match in Records,Not CTE,"05.9999 - Area, Ethnic, Cultural, Gender, and Group Studies, Other",Both,0
No TOP Match in Records,Not CTE,"09.0199 - Communication and Media Studies, Other",Both,0
No TOP Match in Records,Not CTE,09.0404 - Photojournalism,Both,0
No TOP Match in Records,Not CTE,"09.0499 - Journalism, Other",Both,0
No TOP Match in Records,Not CTE,"09.0799 - Radio, Television, and Digital Communication, Other",Both,0
No TOP Match in Records,Not CTE,"09.0901 - Organizational Communication, General",Not CTE,0
No TOP Match in Records,Not CTE,09.0902 - Public Relations/Image Management,Not CTE,0
No TOP Match in Records,Not CTE,09.0904 - Political Communication,Not CTE,0
